"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
record_id,hasta_bilgileri,,text,kayıt_no,,,,,,,,,,,,," @HIDDEN"
eski_hasta_id,hasta_bilgileri,,text,"Eski Hasta No",,,,,,,,,,,,," @HIDDEN"
merkez_id,hasta_bilgileri,,text,"Merkez ID",,,,,,,,,,,,," @HIDDEN"
saving_user,hasta_bilgileri,,text,"Kayıt yapan kullanıcı",,,,,,,,,,,,," @USERNAME @READONLY @HIDDEN"
hasta_kayit_tarihi,hasta_bilgileri,,text,"Kayıt Tarihi",,,date_dmy,,,,,y,,,,,
hasta_no,hasta_bilgileri,,text,"Hasta Numarası",,,,,,,,y,,,,,
hasta_ad,hasta_bilgileri,,text,Adı,,"Lütfen adın ilk iki harfini yazınız",,,,,,y,,,,,
hasta_gobek_ad,hasta_bilgileri,,text,"Göbek Adı",,,,,,,,,,,,,
hasta_soyad,hasta_bilgileri,,text,Soyad,,"Lütfen soyadın ilk iki harfini yazınız",,,,,,y,,,,,
hasta_baba_ad,hasta_bilgileri,,text,"Baba Adı",,"Lütfen sadece ilk 2 harfini yazınız",,,,,,y,,,,,
center,hasta_bilgileri,,dropdown,"Katılımcı Merkez","10, Acıbadem Altunizade- LT | 11, DrEskicorapci | 12, Acıbadem KADIKOY -  LT | 13, Acıbadem KADIKOY - Narter | 14, Adana Çukurova Üniversitesi Vİ | 42, Adana Çukurova Üniversitesi YB | 15, Ankara Onkoloji Hastanesi | 16, Ankara Universitesi | 17, Manisa Celal Bayar Üniversitesi | 18, Cerrahpaşa Üniveristesi - ÇD | 40, Cerrahpaşa Üniveristesi - AE | 41, Cerrahpaşa Üniversitesi - BO | 19, Dokuz Eylul Universitesi - GA | 20, Dokuz Eylul Universitesi - OB | 21, DrAslan | 22, DrCagCal | 23, Ege Universitesi | 24, Gazi Üniversitesi | 25, Hacettepe Üniversitesi | 26, Haydarpasa Numune | 27, İstanbul EAH - GT | 28, İstanbul EAH - UY | 29, Izmir Bozyaka EAH | 46, DrDenizBolat | 30, İzmir Tepecik EAH | 31, Kocaeli Derince EAH | 49, Kocaeli Sehir H. DrCebeci | 51, Losante Hastanesi DrBugra | 32, Marmara Üniversitesi - IT | 33, Marmara Üniversitesi - LT | 34, Mersin Üniversitesi | 35, Mugla Sıtkı Kocman Universitesi | 43, Ordu Üniversitesi, Dr EB | 36, Rize Recep Tayyip Erd. Üniversitesi | 37, Tekirdağ Namık Kemal Üniversitesi | 38, DrTinay | 39, DrEnder Ozden -OMU | 99, CROTURK | 45, Marmara Üniversitesi - BS | 47, Marmara Universitesi - KC | 66, KocUni_AEC | 62, KocUni_YK | 63, KocUni_OA | 64, KocUni_TE | 65, KocUni_OS | 67, Bozyaka EAH | 68, Ankara Sehir Hastanesi_NK, | 69, Marmara_Üniversitesi_YS | 70, DrMuratGulsen_OMU | 71, OMU_genel","Ocak 2021 TAO",autocomplete,,,,,y,,,,,
hasta_yasadigi_sehir,hasta_bilgileri,,dropdown,"Yaşadığı şehir","1, Adana|2, Adıyaman|3, Afyonkarahisar|4, Ağrı|5, Amasya|6, Ankara|7, Antalya|8, Artvin|9, Aydın|10, Balıkesir|11, Bilecik|12, Bingöl|13, Bitlis|14, Bolu|15, Burdur|16, Bursa|17, Çanakkale|18, Çankırı|19, Çorum|20, Denizli|21, Diyarbakır|22, Edirne|23, Elazığ|24, Erzincan|25, Erzurum|26, Eskişehir|27, Gaziantep|28, Giresun|29, Gümüşhane|30, Hakkari|31, Hatay|32, Isparta|33, Mersin|34, İstanbul|35, İzmir|36, Kars|37, Kastamonu|38, Kayseri|39, Kırklareli|40, Kırşehir|41, Kocaeli|42, Konya|43, Kütahya|44, Malatya|45, Manisa|46, Kahramanmaraş|47, Mardin|48, Muğla|49, Muş|50, Nevşehir|51, Niğde|52, Ordu|53, Rize|54, Sakarya|55, Samsun|56, Siirt|57, Sinop|58, Sivas|59, Tekirdağ|60, Tokat|61, Trabzon|62, Tunceli|63, Şanlıurfa|64, Uşak|65, Van|66, Yozgat|67, Zonguldak|68, Aksaray|69, Bayburt|70, Karaman|71, Kırıkkale|72, Batman|73, Şırnak|74, Bartın|75, Ardahan|76, Iğdır|77, Yalova|78, Karabük|79, Kilis|80, Osmaniye|81, Düzce|999, KKTC|0, Yurt Dışı",,autocomplete,,,,,y,,,,,
hasta_dogum_tarihi,hasta_bilgileri,,text,"Doğum Tarihi",,,date_dmy,,,,,y,,,,,
patient_identifier,hasta_bilgileri,,text,"Hasta Tanımlayıcısı",,,,,,,,y,,,,,
hasta_dogum_yeri,hasta_bilgileri,,text,"Doğum Yeri",,,,,,,,,,,,,
hasta_egitim_durumu,hasta_bilgileri,,radio,"Eğitim Durumu","1, Bilinmiyor|2, İlkokul|3, Ortaokul|4, Yüksekokul-Üniversite|5, Master-Doktora",,,,,,,,,,,,
hasta_meslek,hasta_bilgileri,,text,Meslek,,,,,,,,,,,,,
hasta_medeni_durum,hasta_bilgileri,,radio,"Medeni Durum","1, Evli|2, Bekar|3, Dul",,,,,,,,,,,,
hasta_cocuk_sayisi,hasta_bilgileri,,text,"Çocuk Sayısı ",,,integer,1,,,,,,,,,
hasta_boy,hasta_bilgileri,,text,Boy(cm),,,integer,75,230,,,,,,,,
hasta_kilo,hasta_bilgileri,,text,"Kilo (kg)",,,integer,30,200,,,,,,,,
hasta_vki,hasta_bilgileri,,calc,VKİ,"round(([hasta_kilo]*10000)/([hasta_boy]*[hasta_boy]),2)",,,,,,,,,,,,
kv_hastalik,tbbi_bilgiler,,radio,"Kardiyovasküler Hastalık","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
kardio_vaskuler_hastalik,tbbi_bilgiler,,checkbox,"Kardiyovasküler Hastalıklar","1, HT|2, ASKH|3, Yok|4, Diğer",,,,,,"[kv_hastalik] = '1'",,RH,,,,
kv_hast_ht_yil,tbbi_bilgiler,,text,"HT süresi (yıl)",,,integer,,,,"[kardio_vaskuler_hastalik(1)] = '1'",,,,,,
kv_hast_askh_yil,tbbi_bilgiler,,text,"ASKH süresi (yıl)",,,integer,,,,"[kardio_vaskuler_hastalik(2)] = '1'",,,,,,
kardio_vaskuler_hastalik_diger,tbbi_bilgiler,,text,"KVH Diğer",,,,,,,"[kardio_vaskuler_hastalik(4)] = '1'",,,,,,
kardio_vaskuler_hastalik_yil,tbbi_bilgiler,,text,"KVH Diğer Süresi",,,integer,1,100,,"[kardio_vaskuler_hastalik(4)] = '1'",,,,,,
diabetes_mellitus,tbbi_bilgiler,,radio,"Diabetes Mellitus","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
diabetes_mellitus_yil,tbbi_bilgiler,,text,"Diyabet Süresi",,,integer,1,90,,"[diabetes_mellitus] = '1'",,,,,,
hemodializ,tbbi_bilgiler,,radio,Hemodiyaliz,"1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
hemodializ_yil,tbbi_bilgiler,,text,"Hemodiyaliz Süresi",,,integer,1,100,,"[hemodializ] = '1'",,RH,,,,
kronik_bobrek_yetmezligi,tbbi_bilgiler,,radio,"Kronik Böbrek Yetmezliği","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
kronik_bobrek_yetmezligi_yil,tbbi_bilgiler,,text,"KBY Süre",,,integer,1,100,,"[kronik_bobrek_yetmezligi] = '1'",,,,,,
urogenital_sistem,tbbi_bilgiler,,radio,"Ürogenital Sistem Hastalıkları","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
urogenital_sistem_konjenital,tbbi_bilgiler,,radio,Konjenital,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[urogenital_sistem] = '1'",,,,urogenital_sistem,,
urogenital_sistem_uriner_tas,tbbi_bilgiler,,radio,"Üriner Taş Hastalığı","1, Var|2, Yok|3, Bilinmiyor",,,,,,"[urogenital_sistem] = '1'",,,,urogenital_sistem,,
urogenital_sistem_bph,tbbi_bilgiler,,radio,BPH,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[urogenital_sistem] = '1'",,,,urogenital_sistem,,
urogenital_sistem_cinsel_yol,tbbi_bilgiler,,radio,"Cinsel Yolla Bulaşan Hastalık","1, Var|2, Yok|3, Bilinmiyor",,,,,,"[urogenital_sistem] = '1'",,,,urogenital_sistem,,
urogenital_sistem_genitouriner_tbc,tbbi_bilgiler,,radio,"Genitoüriner Tbc","1, Var|2, Yok|3, Bilinmiyor",,,,,,"[urogenital_sistem] = '1'",,,,urogenital_sistem,,
urogenital_sistem_erektil_disfonksiyon,tbbi_bilgiler,,radio,"Erektil Disfonksiyon","1, Var|2, Yok|3, Bilinmiyor",,,,,,"[urogenital_sistem] = '1'",,,,urogenital_sistem,,
urogenital_sistem_diger,tbbi_bilgiler,,radio,Diğer,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[urogenital_sistem] = '1'",,,,urogenital_sistem,,
urogenital_sistem_konjenital_aciklama,tbbi_bilgiler,,text,"Ürogenital Sistem Konjenital Hastalık Açıklama",,,,,,,"[urogenital_sistem_konjenital] = '1'",,RH,,,,
urogenital_sistem_konjenital_yil,tbbi_bilgiler,,text,"Ürogenital Konjenital Hastalık Süresi",,,integer,1,100,,"[urogenital_sistem_konjenital] = '1'",,RH,,,,
urogenital_sistem_uriner_tas_aciklama,tbbi_bilgiler,,text,"Üriner Taş Hastalığı Açıklama",,,,,,,"[urogenital_sistem_uriner_tas] = '1'",,RH,,,,
urogenital_sistem_uriner_tas_yil,tbbi_bilgiler,,text,"Üriner Taş Hastalığı Süresi",,,integer,1,100,,"[urogenital_sistem_uriner_tas] = '1'",,RH,,,,
urogenital_sistem_bph_aciklama,tbbi_bilgiler,,text,"BPH Açıklama",,,,,,,"[urogenital_sistem_bph] = '1'",,RH,,,,
urogenital_sistem_bph_yil,tbbi_bilgiler,,text,"BPH Süresi",,,integer,1,100,,"[urogenital_sistem_bph] = '1'",,RH,,,,
urogenital_sistem_cinsel_yol_aciklama,tbbi_bilgiler,,text,"Cinsel Yolla Bulaşan Hastalık Açıklama",,,,,,,"[urogenital_sistem_cinsel_yol] = '1'",,RH,,,,
urogenital_sistem_cinsel_yol_yil,tbbi_bilgiler,,text,"Cinsel Yolla Bulaşan Hastalık Süresi",,,integer,1,100,,"[urogenital_sistem_cinsel_yol] = '1'",,RH,,,,
urogenital_sistem_genitouriner_tbc_aciklama,tbbi_bilgiler,,text,"Geniroüriner Tüberküloz Açıklama",,,,,,,"[urogenital_sistem_genitouriner_tbc] = '1'",,RH,,,,
urogenital_sistem_genitouriner_tbc_yil,tbbi_bilgiler,,text,"Genital Tüberküloz Süresi",,,integer,1,100,,"[urogenital_sistem_genitouriner_tbc] = '1'",,RH,,,,
urogenital_sistem_erektil_disfonksiyon_aciklama,tbbi_bilgiler,,text,"Erektil Disfonksiyon Açıklama",,,,,,,"[urogenital_sistem_erektil_disfonksiyon] = '1'",,RH,,,,
urogenital_sistem_erektil_disfonksiyon_yil,tbbi_bilgiler,,text,"Erektil Disfonksiyon Süresi",,,integer,1,100,,"[urogenital_sistem_erektil_disfonksiyon] = '1'",,RH,,,,
urogenital_sistem_diger_aciklama,tbbi_bilgiler,,text,"Diğer Ürogenital Sistem Hastalığı Açıklama",,,,,,,"[urogenital_sistem_diger] = '1'",,RH,,,,
urogenital_sistem_diger_yil,tbbi_bilgiler,,text,"Diğer Ürogenital Sistem Hastalığı Süresi",,,integer,1,100,,"[urogenital_sistem_diger] = '1'",,RH,,,,
diger_hastaliklar,tbbi_bilgiler,,radio,"Diğer Hastalıklar","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
diger_hastaliklar_akciger,tbbi_bilgiler,,radio,Akciğer,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[diger_hastaliklar] = '1'",,,,diger_hastaliklar,,
diger_hastaliklar_gastrointestinal,tbbi_bilgiler,,radio,Gastrointestinal,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[diger_hastaliklar] = '1'",,,,diger_hastaliklar,,
diger_hastaliklar_noroloji,tbbi_bilgiler,,radio,Nöroloji,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[diger_hastaliklar] = '1'",,,,diger_hastaliklar,,
diger_hastaliklar_psikiyatri,tbbi_bilgiler,,radio,Psikiyatri,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[diger_hastaliklar] = '1'",,,,diger_hastaliklar,,
diger_hastaliklar_ortopedi,tbbi_bilgiler,,radio,Ortopedi,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[diger_hastaliklar] = '1'",,,,diger_hastaliklar,,
diger_hastaliklar_endokrinoloji,tbbi_bilgiler,,radio,Endokrinoloji,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[diger_hastaliklar] = '1'",,,,diger_hastaliklar,,
diger_hastaliklar_diger,tbbi_bilgiler,,radio,Diğer,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[diger_hastaliklar] = '1'",,,,diger_hastaliklar,,
diger_hastaliklar_akciger_aciklama,tbbi_bilgiler,,text,"Akciğer Hastalıkları Açıklama",,,,,,,"[diger_hastaliklar_akciger] = '1'",,RH,,,,
diger_hastaliklar_akciger_yil,tbbi_bilgiler,,text,"Akciğer Hastalıkları Süre",,,integer,1,100,,"[diger_hastaliklar_akciger] = '1'",,RH,,,,
diger_hastaliklar_gastrointestinal_aciklama,tbbi_bilgiler,,text,"Gastrointestinal Hastalık Açıklama",,,,,,,"[diger_hastaliklar_gastrointestinal] = '1'",,RH,,,,
diger_hastaliklar_gastrointestinal_yil,tbbi_bilgiler,,text,"Gastrointestinal Hastalık Süre",,,integer,1,100,,"[diger_hastaliklar_gastrointestinal] = '1'",,RH,,,,
diger_hastaliklar_noroloji_aciklama,tbbi_bilgiler,,text,"Nörolojik Hastalık Açıklama",,,,,,,"[diger_hastaliklar_noroloji] = '1'",,RH,,,,
diger_hastaliklar_noroloji_yil,tbbi_bilgiler,,text,"Nörolojik Hastalık Süre",,,integer,1,100,,"[diger_hastaliklar_noroloji] = '1'",,RH,,,,
diger_hastaliklar_psikiyatri_aciklama,tbbi_bilgiler,,text,"Psikiyatrik Hastalık Açıklama",,,,,,,"[diger_hastaliklar_psikiyatri] = '1'",,RH,,,,
diger_hastaliklar_psikiyatri_yil,tbbi_bilgiler,,text,"Psikiyatrik Hastalık Süre",,,integer,1,100,,"[diger_hastaliklar_psikiyatri] = '1'",,RH,,,,
diger_hastaliklar_ortopedi_aciklama,tbbi_bilgiler,,text,"Ortopedik Hastalık Açıklama",,,,,,,"[diger_hastaliklar_ortopedi] = '1'",,RH,,,,
diger_hastaliklar_ortopedi_yil,tbbi_bilgiler,,text,"Ortopedik Hastalık Süre",,,integer,1,100,,"[diger_hastaliklar_ortopedi] = '1'",,RH,,,,
diger_hastaliklar_endokrinoloji_aciklama,tbbi_bilgiler,,text,"Endokrin Hastalık Açıklama",,,,,,,"[diger_hastaliklar_endokrinoloji] = '1'",,RH,,,,
diger_hastaliklar_endokrinoloji_yil,tbbi_bilgiler,,text,"Endokrin Hastalık Süre",,,integer,1,100,,"[diger_hastaliklar_endokrinoloji] = '1'",,RH,,,,
diger_hastaliklar_diger_aciklama,tbbi_bilgiler,,text,"Diğer Hastalık Açıklama",,,,,,,"[diger_hastaliklar_diger] = '1'",,RH,,,,
diger_hastaliklar_diger_yil,tbbi_bilgiler,,text,"Diğer Hastalık Süre",,,integer,1,100,,"[diger_hastaliklar_diger] = '1'",,RH,,,,
kullanilan_ilaclar,tbbi_bilgiler,,radio,"Kullanılan İlaçlar","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
kullanilan_ilaclar_alfa_bloker,tbbi_bilgiler,,radio,"Alfa Bloker","1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_beta_bloker,tbbi_bilgiler,,radio,"Beta Bloker","1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_diuretik,tbbi_bilgiler,,radio,Diüretik,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_ace_inhb,tbbi_bilgiler,,radio,"ACE inhb","1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_ca_kanal_blokeri,tbbi_bilgiler,,radio,"Ca kanal blokeri","1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_insulin,tbbi_bilgiler,,radio,İnsülin,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_oad,tbbi_bilgiler,,radio,OAD,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_statinler,tbbi_bilgiler,,radio,Statinler,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_siklofosfamid,tbbi_bilgiler,,radio,Siklofosfamid,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_asetil_salisilik_asit,tbbi_bilgiler,,radio,"Asetil salisilik","1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_coumadin,tbbi_bilgiler,,radio,Coumadin,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_diger,tbbi_bilgiler,,radio,Diğer,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[kullanilan_ilaclar] = '1'",,,,kullanilan_ilaclar_matrix,,
kullanilan_ilaclar_alfa_bloker_yil,tbbi_bilgiler,,text,"Alfa Bloker Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_alfa_bloker] = '1'",,RH,,,,
kullanilan_ilaclar_beta_bloker_yil,tbbi_bilgiler,,text,"Beta Bloker Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_beta_bloker] = '1'",,,,,,
kullanilan_ilaclar_diuretik_yil,tbbi_bilgiler,,text,"Diüretik Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_diuretik] = '1'",,,,,,
kullanilan_ilaclar_ace_inhb_yil,tbbi_bilgiler,,text,"ACE İnhib. Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_ace_inhb] = '1'",,,,,,
kullanilan_ilaclar_ca_kanal_blokeri_yil,tbbi_bilgiler,,text,"Kalsiyum Kanal Blokeri Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_ca_kanal_blokeri] = '1'",,,,,,
kullanilan_ilaclar_insulin_yil,tbbi_bilgiler,,text,"İnsülin Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_insulin] = '1'",,,,,,
kullanilan_ilaclar_oad_yil,tbbi_bilgiler,,text,"OAD Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_oad] = '1'",,,,,,
kullanilan_ilaclar_statinler_yil,tbbi_bilgiler,,text,"Statinler Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_statinler] = '1'",,,,,,
kullanilan_ilaclar_siklofosfamid_yil,tbbi_bilgiler,,text,"Siklofosfamid Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_siklofosfamid] = '1'",,,,,,
kullanilan_ilaclar_asetil_salisilik_asit_yil,tbbi_bilgiler,,text,"Asetil Salisilik Asit Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_asetil_salisilik_asit] = '1'",,,,,,
kullanilan_ilaclar_coumadin_yil,tbbi_bilgiler,,text,"Coumadin Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_coumadin] = '1'",,,,,,
kullanilan_ilaclar_diger_aciklama,tbbi_bilgiler,,text,"Diğer İlaçlar Açıklama",,,,,,,"[kullanilan_ilaclar_diger] = '1'",,,,,,
kullanilan_ilaclar_diger_yil,tbbi_bilgiler,,text,"Diğer İlaçlar Kullanım Süresi",,,integer,1,100,,"[kullanilan_ilaclar_diger] = '1'",,,,,,
ameliyat_oykusu,tbbi_bilgiler,,radio,"Ameliyat Öyküsü","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
ameliyat_oykusu_turp,tbbi_bilgiler,,radio,TURP,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[ameliyat_oykusu] = '1'",,,,ameliyat_oykusu_matrix,,
ameliyat_oykusu_gus,tbbi_bilgiler,,radio,GÜS,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[ameliyat_oykusu] = '1'",,,,ameliyat_oykusu_matrix,,
ameliyat_oykusu_gis,tbbi_bilgiler,,radio,GİS,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[ameliyat_oykusu] = '1'",,,,ameliyat_oykusu_matrix,,
ameliyat_oykusu_kvs,tbbi_bilgiler,,radio,KVS,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[ameliyat_oykusu] = '1'",,,,ameliyat_oykusu_matrix,,
ameliyat_oykusu_goz,tbbi_bilgiler,,radio,Göz,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[ameliyat_oykusu] = '1'",,,,ameliyat_oykusu_matrix,,
ameliyat_oykusu_bas_boyun,tbbi_bilgiler,,radio,"Baş Boyun","1, Var|2, Yok|3, Bilinmiyor",,,,,,"[ameliyat_oykusu] = '1'",,,,ameliyat_oykusu_matrix,,
ameliyat_oykusu_norosirurji,tbbi_bilgiler,,radio,Nöroşirürji,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[ameliyat_oykusu] = '1'",,,,ameliyat_oykusu_matrix,,
ameliyat_oykusu_ortopedi,tbbi_bilgiler,,radio,Ortopedi,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[ameliyat_oykusu] = '1'",,,,ameliyat_oykusu_matrix,,
ameliyat_oykusu_plastik_rekonstruktif,tbbi_bilgiler,,radio,"Plastik Rekonstrüktif","1, Var|2, Yok|3, Bilinmiyor",,,,,,"[ameliyat_oykusu] = '1'",,,,ameliyat_oykusu_matrix,,
ameliyat_oykusu_diger,tbbi_bilgiler,,radio,Diğer,"1, Var|2, Yok|3, Bilinmiyor",,,,,,"[ameliyat_oykusu] = '1'",,,,ameliyat_oykusu_matrix,,
ameliyat_oykusu_turp_aciklama,tbbi_bilgiler,,text,"TURP Açıklama",,,,,,,"[ameliyat_oykusu_turp] = '1'",,RH,,,,
ameliyat_oykusu_turp_yil,tbbi_bilgiler,,text,"TURP Yılı",,,integer,1900,,,"[ameliyat_oykusu_turp] = '1'",,RH,,,,
ameliyat_oykusu_gus_aciklama,tbbi_bilgiler,,text,"GÜS Açıklama",,,,,,,"[ameliyat_oykusu_gus] = '1'",,RH,,,,
ameliyat_oykusu_gus_yil,tbbi_bilgiler,,text,"GÜS Ameliyat Yılı",,,integer,1900,,,"[ameliyat_oykusu_gus] = '1'",,RH,,,,
ameliyat_oykusu_gis_aciklama,tbbi_bilgiler,,text,"GİS Açıklama",,,,,,,"[ameliyat_oykusu_gis] = '1'",,RH,,,,
ameliyat_oykusu_gis_yil,tbbi_bilgiler,,text,"GİS Ameliyat Yılı",,,integer,1900,,,"[ameliyat_oykusu_gis] = '1'",,RH,,,,
ameliyat_oykusu_kvs_aciklama,tbbi_bilgiler,,text,"KVS Açıklama",,,,,,,"[ameliyat_oykusu_kvs] = '1'",,RH,,,,
ameliyat_oykusu_kvs_yil,tbbi_bilgiler,,text,"KVS Ameliyat Yılı",,,integer,1900,,,"[ameliyat_oykusu_kvs] = '1'",,RH,,,,
ameliyat_oykusu_goz_aciklama,tbbi_bilgiler,,text,"Göz Açıklama",,,,,,,"[ameliyat_oykusu_goz] = '1'",,RH,,,,
ameliyat_oykusu_goz_yil,tbbi_bilgiler,,text,"Göz Ameliyat Yılı",,,integer,1900,,,"[ameliyat_oykusu_goz] = '1'",,RH,,,,
ameliyat_oykusu_bas_boyun_aciklama,tbbi_bilgiler,,text,"Baş Boyun Açıklama",,,,,,,"[ameliyat_oykusu_bas_boyun] = '1'",,RH,,,,
ameliyat_oykusu_bas_boyun_yil,tbbi_bilgiler,,text,"Baş Boyun Ameliyat Yılı",,,integer,1900,,,"[ameliyat_oykusu_bas_boyun] = '1'",,RH,,,,
ameliyat_oykusu_norosirurji_aciklama,tbbi_bilgiler,,text,"Nöroşiruji Açıklama",,,,,,,"[ameliyat_oykusu_norosirurji] = '1'",,RH,,,,
ameliyat_oykusu_norosirurji_yil,tbbi_bilgiler,,text,"Nöroşiruji Ameliyat Yılı",,,integer,1900,,,"[ameliyat_oykusu_norosirurji] = '1'",,RH,,,,
ameliyat_oykusu_ortopedi_aciklama,tbbi_bilgiler,,text,"Ortopedi Açıklama",,,,,,,"[ameliyat_oykusu_ortopedi] = '1'",,RH,,,,
ameliyat_oykusu_ortopedi_yil,tbbi_bilgiler,,text,"Ortopedi Ameliyat Yılı",,,integer,1900,,,"[ameliyat_oykusu_ortopedi] = '1'",,RH,,,,
ameliyat_oykusu_plastik_rekonstruktif_aciklama,tbbi_bilgiler,,text,"Plastik Rekonstrüktif Açıklama",,,,,,,"[ameliyat_oykusu_plastik_rekonstruktif] = '1'",,RH,,,,
ameliyat_oykusu_plastik_rekonstruktif_yil,tbbi_bilgiler,,text,"Plastik Rekonstürktif Ameliyat Yılı",,,integer,1900,,,"[ameliyat_oykusu_plastik_rekonstruktif] = '1'",,RH,,,,
ameliyat_oykusu_diger_aciklama,tbbi_bilgiler,,text,"Diğer Ameliyat Açıklama",,,,,,,"[ameliyat_oykusu_diger] = '1'",,RH,,,,
ameliyat_oykusu_diger_yil,tbbi_bilgiler,,text,"Diğer Ameliyat Yılı",,,integer,1900,,,"[ameliyat_oykusu_diger] = '1'",,RH,,,,
radyoterapi_oykusu,tbbi_bilgiler,,radio,"Radyoterapi Öyküsü","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
radyoterapi_oykusu_aciklama,tbbi_bilgiler,,text,"Radyoterapi Açıklama",,,,,,,"[radyoterapi_oykusu] = '1'",,RH,,,,
radyoterapi_oykusu_yil,tbbi_bilgiler,,text,"Radyoterapi Yılı",,,integer,1900,,,"[radyoterapi_oykusu] = '1'",,RH,,,,
kemoterapi_oykusu,tbbi_bilgiler,,radio,"Kemoterapi Öyküsü","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
kemoterapi_oykusu_aciklama,tbbi_bilgiler,,text,"Kemoterapi Açıklama",,,,,,,"[kemoterapi_oykusu] = '1'",,RH,,,,
kemoterapi_oykusu_yil,tbbi_bilgiler,,text,"Kemoterapi Yılı",,,integer,1900,,,"[kemoterapi_oykusu] = '1'",,RH,,,,
sigara,tbbi_bilgiler,,radio,Sigara,"1, Var|2, Yok|3, Bilinmiyor|4, Bırakmış",,,,,,,,RH,,,,
